Transect No.,County,Site,Site function,Transect type,Drag round,Year,Date,Habitat type CONCAT,Temp (F),RH (%),Longitude Start,Latitude Start,GPS Start,GPS End,Start Time,End Time,Collectors,Amblyomma americanum ADULT,Amblyomma americanum NYMPH,Amblyomma americanum LARVA,Amblyomma maculatum ADULT,Amblyomma maculatum NYMPH,Amblyomma maculatum LARVA,Dermacentor albipictus ADULT,Dermacentor albipictus NYMPH,Dermacentor albipictus LARVA,Dermacentor variabilis ADULT,Dermacentor variabilis NYMPH,Dermacentor variabilis LARVA,Haemaphysalis leporispalustris ADULT,Haemaphysalis leporispalustris NYMPH,Haemaphysalis leporispalustris LARVA,Haemaphysalis longicornis ADULT,Haemaphysalis longicornis NYMPH,Haemaphysalis longicornis LARVA,Ixodes scapularis ADULT,Ixodes scapularis NYMPH,Ixodes scapularis LARVA,Rhipicephalus sanguineus ADULT,Rhipicephalus sanguineus NYMPH,Rhipicephalus sanguineus LARVA,Unknown ADULT,Unknown NYMPH,Unknown LARVA,Unknown UNKNOWN,Total,Overall Notes
24-1062,Nassau,Trail View State Park 1,,Interior,1,2024,Jun/10/2024,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, ,",73,44.9,-73.4709295,40.8200344,"40.8200344, -73.4709295",,12:50 PM,,Rob Gullery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,
24-5055,Nassau,Trail View State Park 1,,Trail,1,2024,Jun/10/2024,"Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous,",72.8,46.3,-73.4711069,40.8167362,"40.8167362, -73.4711069","40.8175195, -73.4711625",12:17 PM,12:34 PM,Lindsey Abramson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24-5056B,Nassau,Trail View State Park 1,,Interior,1,2024,Jun/10/2024,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous and leaf litter,",74.3,50.3,-73.4710328,40.8168925,"40.8168925, -73.4710328","40.8172979, -73.4709607",12:36 PM,12:52 PM,Lindsey Abramson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,
24-5057B,Nassau,Trail View State Park 1,,Trail,1,2024,Jun/10/2024,"Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous,",76.7,48.8,-73.4705285,40.8180043,"40.8180043, -73.4705285","40.8190385, -73.4704873",1:01 PM,1:23 PM,Lindsey Abramson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,Total: 4
24-9045,Nassau,Trail View State Park 1,,Trail,1,2024,Jun/10/2024,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter,",69.1,49,-73.4710043,40.8169765,"40.8169765, -73.4710043","40.8173746, -73.4709215",12:15 PM,12:33 PM,Apoorva Sakthivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24-9046,Nassau,Trail View State Park 1,,Trail,1,2024,Jun/10/2024,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter,",,,-73.4708412,40.8168123,"40.8168123, -73.4708412","40.8161995, -73.4706891",12:35 PM,12:50 PM,Apoorva Sakthivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24-9047B,Nassau,Trail View State Park 1,,Interior,1,2024,Jun/10/2024,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter,",75.5,55.7,-73.4704504,40.817962,"40.8179620, -73.4704504","40.8183781, -73.4703877",1:00 PM,1:22 PM,Apoorva Sakthivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thorns!!!
24-1096,Nassau,Trail View State Park 1,,Interior,2,2024,Jun/20/2024,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter,",88.5,54.7,-73.4703787,40.8180221,"40.8180221, -73.4903787","40.8187447, -73.4701416",1:23 PM,1:45 PM,Rob Gullery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,
24-1097,Nassau,Trail View State Park 1,,Trail,2,2024,Jun/20/2024,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter,",88.1,65.5,-73.4704088,40.8186179,"40.8186179, -73.4704088","40.8174931, -73.4706794",1:45 PM,2:10 PM,Rob Gullery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,
24-3053,Nassau,Trail View State Park 1,,Trail,2,2024,Jun/20/2024,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter,",88.3,60.7,-73.4709151,40.8189668,"40.8189668, -73.4709151","40.8196807, -73.4713832",1:26 PM,1:45 PM,Brendan Cary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24-3054,Nassau,Trail View State Park 1,,Interior,2,2024,Jun/20/2024,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter,",88.6,50.5,-73.4713915,40.8194722,"40.8194722, -73.4713915","40.8189561, -73.4713084",1:50 PM,2:10 PM,Brendan Cary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24-5117,Nassau,Trail View State Park 1,,Trail,2,2024,Jun/20/2024,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous,",88,52.8,-73.4711102,40.8166512,"40.8166512, -73.4711102","40.8174882, -73.4710177",1:16 PM,1:33 PM,Lindsey Abramson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,
24-5118,Nassau,Trail View State Park 1,,Interior,2,2024,Jun/20/2024,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter,",88.7,48.3,-73.4709966,40.81679,"40.8167900, -73.4709966","40.8173921, -73.4709386",1:35 PM,1:51 PM,Lindsey Abramson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24-9105,Nassau,Trail View State Park 1,,Trail,2,2024,Jun/20/2024,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter,",84.9,58.8,-73.4707139,40.8161498,"40.8161498, -73.4707139","40.8171860, -73.4707082",1:15 PM,1:33 PM,Apoorva Sakthivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24-9106,Nassau,Trail View State Park 1,,Interior,2,2024,Jun/20/2024,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter,",86.1,68.5,-73.4708025,40.8172969,"40.8172969, -73.4708025","40.8168770, -73.4708987",1:35 PM,1:52 PM,Apoorva Sakthivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,
24-2016,Nassau,Trail View State Park 2,,Edge,1,2024,Jun/05/2024,"Maintained grass, Maintained grass, Maintained grass, Maintained grass, Maintained grass, Maintained grass and unmaintained herbaceous, Unmaintained herbaceous, Maintained grass and unmaintained herbaceous, Maintained grass and unmaintained herbaceous, Unmaintained herbaceous,",74.6,73.6,-73.4560708,40.7780638,"40.7780638, -73.4560708","40.7776423, -73.4563956",11:45 AM,12:16 PM,Mohammad Fouda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24-2017,Nassau,Trail View State Park 2,,Trail,1,2024,Jun/05/2024,"Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter,",,,-73.45537,40.7771313,"40.7771313, -73.4553700","40.7777444, -73.458766",12:25 PM,12:45 PM,Mohammad Fouda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24-4023B,Nassau,Trail View State Park 2,,Edge,1,2024,Jun/05/2024,"Maintained grass, Maintained grass, Maintained grass, Maintained grass, Maintained grass, Maintained grass, Maintained grass, Maintained grass, Maintained grass, Maintained grass,",74.4,77.4,,,,,11:42 AM,12:08 PM,Noah Edelman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24-4024,Nassau,Trail View State Park 2,,Interior,1,2024,Jun/05/2024,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Leaf Litter,",74.2,65.9,-73.4561568,40.7797417,"40.7797417, -73.4561568","40.7788432, -73.4558220",12:18 PM,12:52 PM,Noah Edelman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24-6027,Nassau,Trail View State Park 2,,Trail,1,2024,Jun/05/2024,"Maintained grass, Maintained grass, Maintained grass, Maintained grass, Maintained grass, Maintained grass, Maintained grass, Maintained grass, Maintained grass, Maintained grass,",78.2,69.2,-73.4563276,40.7808842,"40.7808842, -73.4563276","40.7817082, -73.4562800",11:41 AM,11:53 AM,Althea Cohen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24-6028,Nassau,Trail View State Park 2,,Interior,1,2024,Jun/05/2024,"Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous,",,,-73.4565519,40.7806788,"40.7806788, -73.4565519","40.7808981, -73.4566652",11:58 AM,12:11 PM,Althea Cohen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,
24-7017,Nassau,Trail View State Park 2,,Trail,1,2024,Jun/05/2024,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter,",74.6,78,-73.4568231,40.7810219,"40.7810219, -73.4568231","40.7824033, -73.4567956",11:42 AM,12:09 AM,Aidan Lee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,
,Nassau,Trail View State Park 2,,Interior,1,2024,Jun/05/2024,"Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter,",,,-73.4568121,40.7805221,"40.7805221, -73.4568121","40.7801317, -73.4533531",12:20 PM,12:42 PM,Aidan Lee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no transect number
24-2090,Nassau,Trail View State Park 2,,Edge,2,2024,Jun/21/2024,"Maintained grass, Maintained grass, Maintained grass, Maintained grass, Maintained grass, Maintained grass, Maintained grass, Maintained grass, Maintained grass, Maintained grass,",85.4,58.1,-73.4554347,40.7776921,"40.7776921, -73.4554347","40.7773067, -73.4542358",9:55 AM,10:13 AM,Mohammad Fouda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,
24-2091,Nassau,Trail View State Park 2,,Trail,2,2024,Jun/21/2024,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter,",,,-73.4564342,40.7777886,"40.7777886, -73.4564342","40.7772045, -73.4574990",10:24 AM,10:36 AM,Mohammad Fouda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24-4147,Nassau,Trail View State Park 2,,Trail,2,2024,Jun/21/2024,"Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous,",83.6,61.1,-73.4559346,40.7786323,"40.7786323, -73.4559346",,9:52 AM,10:15 AM,Noah Edelman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24-4148,Nassau,Trail View State Park 2,,Interior,2,2024,Jun/21/2024,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous, Unmaintained herbaceous, , , , ,",85.9,63.3,-73.455866,40.7789925,"40.7789925, -73.4558660","40.7792565, -73.4557050",10:24 AM,10:40 AM,Noah Edelman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24-6077B,Nassau,Trail View State Park 2,,Edge,2,2024,Jun/21/2024,"Maintained grass and unmaintained herbaceous, Maintained grass and unmaintained herbaceous, Maintained grass and unmaintained herbaceous, Unmaintained herbaceous, Maintained grass and unmaintained herbaceous, Maintained grass and unmaintained herbaceous, Maintained grass and unmaintained herbaceous, Maintained grass and unmaintained herbaceous, Maintained grass and unmaintained herbaceous, Maintained grass and unmaintained herbaceous,",84.6,56.6,-73.4561878,40.7781661,"40.7781661, -73.4561878","40.7776180, -73.4564785",9:53 AM,10:08 AM,Althea Cohen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24-6078,Nassau,Trail View State Park 2,,Interior,2,2024,Jun/21/2024,"Leaf Litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Leaf Litter, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous and leaf litter,",88.1,53.7,-73.4560094,40.7779198,"40.7779198, -73.4560094","40.7775898, -73.4571312",10:14 AM,10:26 AM,Althea Cohen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24-7057,Nassau,Trail View State Park 2,,Trail,2,2024,Jun/21/2024,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter,",87.3,58.6,-73.4559336,40.7797869,"40.7797869, -73.4559336","40.7807468, -73.4564298",9:48 AM,10:07 AM,Aidan Lee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24-7058B,Nassau,Trail View State Park 2,,Interior,2,2024,Jun/21/2024,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter,",87.3,58.6,,,,,10:10 AM,10:51 AM,Aidan Lee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24-1034,Suffolk,Veteran's / Knolls,,Trail,1,2024,Jun/05/2024,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, , , , ,",80.7,63.8,-73.3089301,40.8845559,"40.8845559, -73.3089301","40.8847184, -73.3076212",1:10 PM,1:35 PM,Rob Gullery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24-1035,Suffolk,Veteran's / Knolls,,Interior,1,2024,Jun/05/2024,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter,",79.5,60.3,-73.3091581,40.8847691,"40.8847691, -73.3091581","40.8864583, -73.3083364",1:40 PM,2:20 PM,Rob Gullery,7,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,47,
24-3019,Suffolk,Veteran's / Knolls,,Interior,1,2024,Jun/05/2024,"Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous,",78.4,67.1,-73.3076404,40.8857703,"40.8857703, -73.3076404","40.8663847, -73.3076571",1:13 PM,1:45 PM,Brendan Cary,2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,44,
24-3020,Suffolk,Veteran's / Knolls,,Trail,1,2024,Jun/05/2024,"Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous, Unmaintained herbaceous,",84.5,65.4,-73.3083487,40.8860387,"40.8860387, -73.3083487","40.8856476, -73.3075357",1:56 PM,2:22 PM,Brendan Cary,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,20,
24-5036,Suffolk,Veteran's / Knolls,,Trail,1,2024,Jun/05/2024,"Leaf Litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter,",77.6,65.6,-73.3098806,40.8851409,"40.8851409, -73.3098806","40.8844535, -73.309648",1:03 PM,1:31 PM,Lindsey Abramson,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,32,
24-5037,Suffolk,Veteran's / Knolls,,Interior,1,2024,Jun/05/2024,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, ,",78.2,62.9,-73.3090391,40.8850183,"40.8850183, -73.3090391","40.8845045, -73.3093469",1:35 PM,2:12 PM,Lindsey Abramson,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,29,
24-9029,Suffolk,Veteran's / Knolls,,Trail,1,2024,Jun/05/2024,"Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter, Unmaintained herbaceous and leaf litter,",79.8,61.6,-73.3098743,40.8852469,"40.8852469, -73.3098743","40.8859703, -73.3092792",1:15 PM,1:55 PM,Apoorva Sakthivel,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,
