Site,Transect type,Date,Transect No.,Section,Habitat type,Temperature,Relative Humidity,GPS Start,GPS End,Start Time,End Time,Collector,Notes
Cunningham1,Interior,Jul/12/2025,25-2976,4,Unmaintained herbaceous and leaf litter,83.3,74.7,"40.7279804, -73.7690094","40.7277740, -73.7705480",8:25 AM,8:40 AM,Stephen Lewis,
Cunningham1,Interior,Jul/12/2025,25-2976,5,Unmaintained herbaceous and leaf litter,83.3,74.7,"40.7279804, -73.7690094","40.7277740, -73.7705480",8:25 AM,8:40 AM,Stephen Lewis,
Cunningham1,Interior,Jul/12/2025,25-2976,6,Unmaintained herbaceous and leaf litter,83.3,74.7,"40.7279804, -73.7690094","40.7277740, -73.7705480",8:25 AM,8:40 AM,Stephen Lewis,
Cunningham1,Interior,Jul/12/2025,25-2976,7,Unmaintained herbaceous and leaf litter,83.3,74.7,"40.7279804, -73.7690094","40.7277740, -73.7705480",8:25 AM,8:40 AM,Stephen Lewis,
Cunningham1,Interior,Jul/12/2025,25-2976,8,Unmaintained herbaceous and leaf litter,83.3,74.7,"40.7279804, -73.7690094","40.7277740, -73.7705480",8:25 AM,8:40 AM,Stephen Lewis,
Cunningham1,Interior,Jul/12/2025,25-2976,9,Unmaintained herbaceous and leaf litter,83.3,74.7,"40.7279804, -73.7690094","40.7277740, -73.7705480",8:25 AM,8:40 AM,Stephen Lewis,
Cunningham1,Interior,Jul/12/2025,25-2976,10,Unmaintained herbaceous and leaf litter,83.3,74.7,"40.7279804, -73.7690094","40.7277740, -73.7705480",8:25 AM,8:40 AM,Stephen Lewis,
Clark Botanical,Edge,Jul/3/2025,25-2111,1,Unmaintained herbaceous and leaf litter,86.2,42.8,"40.7770518, -73.6390910","40.7714965, -73.6392448",12:23 PM,12:33 PM,Stephen Lewis,Total: 0
Clark Botanical,Edge,Jul/3/2025,25-2111,2,Unmaintained herbaceous and leaf litter,86.2,42.8,"40.7770518, -73.6390910","40.7714965, -73.6392448",12:23 PM,12:33 PM,Stephen Lewis,Total: 0
Clark Botanical,Edge,Jul/3/2025,25-2111,3,Unmaintained herbaceous and leaf litter,86.2,42.8,"40.7770518, -73.6390910","40.7714965, -73.6392448",12:23 PM,12:33 PM,Stephen Lewis,Total: 0
Clark Botanical,Edge,Jul/3/2025,25-2111,4,Unmaintained herbaceous and leaf litter,86.2,42.8,"40.7770518, -73.6390910","40.7714965, -73.6392448",12:23 PM,12:33 PM,Stephen Lewis,Total: 0
Clark Botanical,Edge,Jul/3/2025,25-2111,5,Maintained grass and unmaintained herbaceous,86.2,42.8,"40.7770518, -73.6390910","40.7714965, -73.6392448",12:23 PM,12:33 PM,Stephen Lewis,Total: 0
Clark Botanical,Edge,Jul/3/2025,25-2111,6,Maintained grass and unmaintained herbaceous,86.2,42.8,"40.7770518, -73.6390910","40.7714965, -73.6392448",12:23 PM,12:33 PM,Stephen Lewis,Total: 0
Clark Botanical,Edge,Jul/3/2025,25-2111,7,Maintained grass and unmaintained herbaceous,86.2,42.8,"40.7770518, -73.6390910","40.7714965, -73.6392448",12:23 PM,12:33 PM,Stephen Lewis,Total: 0
Clark Botanical,Edge,Jul/3/2025,25-2111,8,Maintained grass and unmaintained herbaceous,86.2,42.8,"40.7770518, -73.6390910","40.7714965, -73.6392448",12:23 PM,12:33 PM,Stephen Lewis,Total: 0
Clark Botanical,Edge,Jul/3/2025,25-2111,9,Unmaintained herbaceous and leaf litter,86.2,42.8,"40.7770518, -73.6390910","40.7714965, -73.6392448",12:23 PM,12:33 PM,Stephen Lewis,Total: 0
Clark Botanical,Edge,Jul/3/2025,25-2111,10,Unmaintained herbaceous and leaf litter,86.2,42.8,"40.7770518, -73.6390910","40.7714965, -73.6392448",12:23 PM,12:33 PM,Stephen Lewis,Total: 0
Cunningham2,Trail,Jul/12/2025,25-2970,1,Unmaintained herbaceous and leaf litter,76.7,69.7,"40.7424711, -73.7656879","40.7431069, -73.7660419",6:26 AM,6:49 AM,Stephen Lewis,Total: 0
Cunningham2,Trail,Jul/12/2025,25-2970,2,Unmaintained herbaceous and leaf litter,76.7,69.7,"40.7424711, -73.7656879","40.7431069, -73.7660419",6:26 AM,6:49 AM,Stephen Lewis,Total: 0
Cunningham2,Trail,Jul/12/2025,25-2970,3,Unmaintained herbaceous and leaf litter,76.7,69.7,"40.7424711, -73.7656879","40.7431069, -73.7660419",6:26 AM,6:49 AM,Stephen Lewis,Total: 0
Cunningham2,Trail,Jul/12/2025,25-2970,4,Unmaintained herbaceous and leaf litter,76.7,69.7,"40.7424711, -73.7656879","40.7431069, -73.7660419",6:26 AM,6:49 AM,Stephen Lewis,Total: 0
Cunningham2,Trail,Jul/12/2025,25-2970,5,Unmaintained herbaceous and leaf litter,76.7,69.7,"40.7424711, -73.7656879","40.7431069, -73.7660419",6:26 AM,6:49 AM,Stephen Lewis,Total: 0
Cunningham2,Trail,Jul/12/2025,25-2970,6,Unmaintained herbaceous and leaf litter,76.7,69.7,"40.7424711, -73.7656879","40.7431069, -73.7660419",6:26 AM,6:49 AM,Stephen Lewis,Total: 0
Cunningham2,Trail,Jul/12/2025,25-2970,7,Unmaintained herbaceous and leaf litter,76.7,69.7,"40.7424711, -73.7656879","40.7431069, -73.7660419",6:26 AM,6:49 AM,Stephen Lewis,Total: 0
Cunningham2,Trail,Jul/12/2025,25-2970,8,Unmaintained herbaceous and leaf litter,76.7,69.7,"40.7424711, -73.7656879","40.7431069, -73.7660419",6:26 AM,6:49 AM,Stephen Lewis,Total: 0
Cunningham2,Trail,Jul/12/2025,25-2970,9,Unmaintained herbaceous and leaf litter,76.7,69.7,"40.7424711, -73.7656879","40.7431069, -73.7660419",6:26 AM,6:49 AM,Stephen Lewis,Total: 0
Cunningham2,Trail,Jul/12/2025,25-2970,10,Unmaintained herbaceous and leaf litter,76.7,69.7,"40.7424711, -73.7656879","40.7431069, -73.7660419",6:26 AM,6:49 AM,Stephen Lewis,Total: 0
Cunningham2,Trail,Jul/12/2025,25-2971,1,Unmaintained herbaceous and leaf litter,76.7,69.7,"40.7431069, -73.7660419","40.7434156, -73.7668657",6:49 AM,7:01 AM,Stephen Lewis,Total: 0
Cunningham2,Trail,Jul/12/2025,25-2971,2,Unmaintained herbaceous and leaf litter,76.7,69.7,"40.7431069, -73.7660419","40.7434156, -73.7668657",6:49 AM,7:01 AM,Stephen Lewis,Total: 0
Cunningham2,Trail,Jul/12/2025,25-2971,3,Unmaintained herbaceous and leaf litter,76.7,69.7,"40.7431069, -73.7660419","40.7434156, -73.7668657",6:49 AM,7:01 AM,Stephen Lewis,Total: 0
Cunningham2,Trail,Jul/12/2025,25-2971,4,Unmaintained herbaceous and leaf litter,76.7,69.7,"40.7431069, -73.7660419","40.7434156, -73.7668657",6:49 AM,7:01 AM,Stephen Lewis,Total: 0
Cunningham2,Trail,Jul/12/2025,25-2971,5,Unmaintained herbaceous and leaf litter,76.7,69.7,"40.7431069, -73.7660419","40.7434156, -73.7668657",6:49 AM,7:01 AM,Stephen Lewis,Total: 0
Cunningham2,Trail,Jul/12/2025,25-2971,6,Unmaintained herbaceous and leaf litter,76.7,69.7,"40.7431069, -73.7660419","40.7434156, -73.7668657",6:49 AM,7:01 AM,Stephen Lewis,Total: 0
Cunningham2,Trail,Jul/12/2025,25-2971,7,Unmaintained herbaceous and leaf litter,76.7,69.7,"40.7431069, -73.7660419","40.7434156, -73.7668657",6:49 AM,7:01 AM,Stephen Lewis,Total: 0
Cunningham2,Trail,Jul/12/2025,25-2971,8,Unmaintained herbaceous and leaf litter,76.7,69.7,"40.7431069, -73.7660419","40.7434156, -73.7668657",6:49 AM,7:01 AM,Stephen Lewis,Total: 0
Cunningham2,Trail,Jul/12/2025,25-2971,9,Unmaintained herbaceous and leaf litter,76.7,69.7,"40.7431069, -73.7660419","40.7434156, -73.7668657",6:49 AM,7:01 AM,Stephen Lewis,Total: 0
Cunningham2,Trail,Jul/12/2025,25-2971,10,Unmaintained herbaceous and leaf litter,76.7,69.7,"40.7431069, -73.7660419","40.7434156, -73.7668657",6:49 AM,7:01 AM,Stephen Lewis,Total: 0
Cunningham2,Interior,Jul/12/2025,25-2972,1,Unmaintained herbaceous and leaf litter,79.9,75.2,"40.7435418, -73.7068120 (I think)","40.7432362, -73.7661180",6:51 AM,7:10 AM,Stephen Lewis,"The longitude for the GPS start point says 77.7068120, but I (Nat) think Stephen 73.7068120, so that is what I put. "
Cunningham2,Interior,Jul/12/2025,25-2972,2,Unmaintained herbaceous and leaf litter,79.9,75.2,"40.7435418, -73.7068120 (I think)","40.7432362, -73.7661180",6:51 AM,7:10 AM,Stephen Lewis,"The longitude for the GPS start point says 77.7068120, but I (Nat) think Stephen 73.7068120, so that is what I put. "
Cunningham2,Interior,Jul/12/2025,25-2972,3,Unmaintained herbaceous and leaf litter,79.9,75.2,"40.7435418, -73.7068120 (I think)","40.7432362, -73.7661180",6:51 AM,7:10 AM,Stephen Lewis,"The longitude for the GPS start point says 77.7068120, but I (Nat) think Stephen 73.7068120, so that is what I put. "
Cunningham2,Interior,Jul/12/2025,25-2972,4,Unmaintained herbaceous and leaf litter,79.9,75.2,"40.7435418, -73.7068120 (I think)","40.7432362, -73.7661180",6:51 AM,7:10 AM,Stephen Lewis,"The longitude for the GPS start point says 77.7068120, but I (Nat) think Stephen 73.7068120, so that is what I put. "
Cunningham2,Interior,Jul/12/2025,25-2972,5,Unmaintained herbaceous and leaf litter,79.9,75.2,"40.7435418, -73.7068120 (I think)","40.7432362, -73.7661180",6:51 AM,7:10 AM,Stephen Lewis,"The longitude for the GPS start point says 77.7068120, but I (Nat) think Stephen 73.7068120, so that is what I put. "
Cunningham2,Interior,Jul/12/2025,25-2972,6,Unmaintained herbaceous and leaf litter,79.9,75.2,"40.7435418, -73.7068120 (I think)","40.7432362, -73.7661180",6:51 AM,7:10 AM,Stephen Lewis,"The longitude for the GPS start point says 77.7068120, but I (Nat) think Stephen 73.7068120, so that is what I put. "
Cunningham2,Interior,Jul/12/2025,25-2972,7,Unmaintained herbaceous and leaf litter,79.9,75.2,"40.7435418, -73.7068120 (I think)","40.7432362, -73.7661180",6:51 AM,7:10 AM,Stephen Lewis,"The longitude for the GPS start point says 77.7068120, but I (Nat) think Stephen 73.7068120, so that is what I put. "
Cunningham2,Interior,Jul/12/2025,25-2972,8,Unmaintained herbaceous and leaf litter,79.9,75.2,"40.7435418, -73.7068120 (I think)","40.7432362, -73.7661180",6:51 AM,7:10 AM,Stephen Lewis,"The longitude for the GPS start point says 77.7068120, but I (Nat) think Stephen 73.7068120, so that is what I put. "
Cunningham2,Interior,Jul/12/2025,25-2972,9,Unmaintained herbaceous and leaf litter,79.9,75.2,"40.7435418, -73.7068120 (I think)","40.7432362, -73.7661180",6:51 AM,7:10 AM,Stephen Lewis,"The longitude for the GPS start point says 77.7068120, but I (Nat) think Stephen 73.7068120, so that is what I put. "
Cunningham2,Interior,Jul/12/2025,25-2972,10,Unmaintained herbaceous and leaf litter,79.9,75.2,"40.7435418, -73.7068120 (I think)","40.7432362, -73.7661180",6:51 AM,7:10 AM,Stephen Lewis,"The longitude for the GPS start point says 77.7068120, but I (Nat) think Stephen 73.7068120, so that is what I put. "
Cunningham2,Interior,Jul/12/2025,25-2973,1,Unmaintained herbaceous and leaf litter,78.6,74.3,"40.7432362, -73.7661180","40.7425900, -73.7656087",7:10 AM,7:30 AM,Stephen Lewis,
Cunningham2,Interior,Jul/12/2025,25-2973,2,Unmaintained herbaceous and leaf litter,78.6,74.3,"40.7432362, -73.7661180","40.7425900, -73.7656087",7:10 AM,7:30 AM,Stephen Lewis,
Cunningham2,Interior,Jul/12/2025,25-2973,3,Unmaintained herbaceous and leaf litter,78.6,74.3,"40.7432362, -73.7661180","40.7425900, -73.7656087",7:10 AM,7:30 AM,Stephen Lewis,
Cunningham2,Interior,Jul/12/2025,25-2973,4,Unmaintained herbaceous and leaf litter,78.6,74.3,"40.7432362, -73.7661180","40.7425900, -73.7656087",7:10 AM,7:30 AM,Stephen Lewis,
Cunningham2,Interior,Jul/12/2025,25-2973,5,Unmaintained herbaceous and leaf litter,78.6,74.3,"40.7432362, -73.7661180","40.7425900, -73.7656087",7:10 AM,7:30 AM,Stephen Lewis,
Cunningham2,Interior,Jul/12/2025,25-2973,6,Unmaintained herbaceous and leaf litter,78.6,74.3,"40.7432362, -73.7661180","40.7425900, -73.7656087",7:10 AM,7:30 AM,Stephen Lewis,
Cunningham2,Interior,Jul/12/2025,25-2973,7,Unmaintained herbaceous and leaf litter,78.6,74.3,"40.7432362, -73.7661180","40.7425900, -73.7656087",7:10 AM,7:30 AM,Stephen Lewis,
Cunningham2,Interior,Jul/12/2025,25-2973,8,Unmaintained herbaceous and leaf litter,78.6,74.3,"40.7432362, -73.7661180","40.7425900, -73.7656087",7:10 AM,7:30 AM,Stephen Lewis,
Cunningham2,Interior,Jul/12/2025,25-2973,9,Unmaintained herbaceous and leaf litter,78.6,74.3,"40.7432362, -73.7661180","40.7425900, -73.7656087",7:10 AM,7:30 AM,Stephen Lewis,
Cunningham2,Interior,Jul/12/2025,25-2973,10,Unmaintained herbaceous and leaf litter,78.6,74.3,"40.7432362, -73.7661180","40.7425900, -73.7656087",7:10 AM,7:30 AM,Stephen Lewis,
Deere Park,Trail,Jun/30/2025,25-0270,1,Leaf Litter,85.9,59.8,"40.6061779, -74.1065007","40.6065908, -74.1077067",11:15 AM,11:??,Rob Gullery,
Deere Park,Trail,Jun/30/2025,25-0270,2,Leaf Litter,85.9,59.8,"40.6061779, -74.1065007","40.6065908, -74.1077067",11:15 AM,11:??,Rob Gullery,
Deere Park,Trail,Jun/30/2025,25-0270,3,Leaf Litter,85.9,59.8,"40.6061779, -74.1065007","40.6065908, -74.1077067",11:15 AM,11:??,Rob Gullery,
Deere Park,Trail,Jun/30/2025,25-0270,4,Leaf Litter,85.9,59.8,"40.6061779, -74.1065007","40.6065908, -74.1077067",11:15 AM,11:??,Rob Gullery,
Deere Park,Trail,Jun/30/2025,25-0270,5,Leaf Litter,85.9,59.8,"40.6061779, -74.1065007","40.6065908, -74.1077067",11:15 AM,11:??,Rob Gullery,
Deere Park,Trail,Jun/30/2025,25-0270,6,Leaf Litter,85.9,59.8,"40.6061779, -74.1065007","40.6065908, -74.1077067",11:15 AM,11:??,Rob Gullery,
Deere Park,Trail,Jun/30/2025,25-0270,7,Leaf Litter,85.9,59.8,"40.6061779, -74.1065007","40.6065908, -74.1077067",11:15 AM,11:??,Rob Gullery,
Deere Park,Trail,Jun/30/2025,25-0270,8,Leaf Litter,85.9,59.8,"40.6061779, -74.1065007","40.6065908, -74.1077067",11:15 AM,11:??,Rob Gullery,
Deere Park,Trail,Jun/30/2025,25-0270,9,Leaf Litter,85.9,59.8,"40.6061779, -74.1065007","40.6065908, -74.1077067",11:15 AM,11:??,Rob Gullery,
Deere Park,Trail,Jun/30/2025,25-0270,10,Leaf Litter,85.9,59.8,"40.6061779, -74.1065007","40.6065908, -74.1077067",11:15 AM,11:??,Rob Gullery,
Deere Park,Interior,Jun/30/2025,25-0271,1,Leaf Litter,85.2,62.5,"40.6063469, -74.1076494","40.6061023, -74.1067730",11:35 AM,11:55 AM,Rob Gullery,
Deere Park,Interior,Jun/30/2025,25-0271,2,Leaf Litter,85.2,62.5,"40.6063469, -74.1076494","40.6061023, -74.1067730",11:35 AM,11:55 AM,Rob Gullery,
Deere Park,Interior,Jun/30/2025,25-0271,3,Leaf Litter,85.2,62.5,"40.6063469, -74.1076494","40.6061023, -74.1067730",11:35 AM,11:55 AM,Rob Gullery,
Deere Park,Interior,Jun/30/2025,25-0271,4,Leaf Litter,85.2,62.5,"40.6063469, -74.1076494","40.6061023, -74.1067730",11:35 AM,11:55 AM,Rob Gullery,
Deere Park,Interior,Jun/30/2025,25-0271,5,Leaf Litter,85.2,62.5,"40.6063469, -74.1076494","40.6061023, -74.1067730",11:35 AM,11:55 AM,Rob Gullery,
Deere Park,Interior,Jun/30/2025,25-0271,6,Leaf Litter,85.2,62.5,"40.6063469, -74.1076494","40.6061023, -74.1067730",11:35 AM,11:55 AM,Rob Gullery,
Deere Park,Interior,Jun/30/2025,25-0271,7,Leaf Litter,85.2,62.5,"40.6063469, -74.1076494","40.6061023, -74.1067730",11:35 AM,11:55 AM,Rob Gullery,
Deere Park,Interior,Jun/30/2025,25-0271,8,Leaf Litter,85.2,62.5,"40.6063469, -74.1076494","40.6061023, -74.1067730",11:35 AM,11:55 AM,Rob Gullery,
Deere Park,Interior,Jun/30/2025,25-0271,9,Leaf Litter,85.2,62.5,"40.6063469, -74.1076494","40.6061023, -74.1067730",11:35 AM,11:55 AM,Rob Gullery,
Deere Park,Interior,Jun/30/2025,25-0271,10,Leaf Litter,85.2,62.5,"40.6063469, -74.1076494","40.6061023, -74.1067730",11:35 AM,11:55 AM,Rob Gullery,
Deere Park,Interior,Jun/30/2025,25-0272,1,Leaf Litter,85.0,58.7,"40.6068216, -74.1043208","40.6063077, -74.1046074",11:55 AM,12:15 PM,Rob Gullery,
Deere Park,Interior,Jun/30/2025,25-0272,2,Leaf Litter,85.0,58.7,"40.6068216, -74.1043208","40.6063077, -74.1046074",11:55 AM,12:15 PM,Rob Gullery,
Deere Park,Interior,Jun/30/2025,25-0272,3,Leaf Litter,85.0,58.7,"40.6068216, -74.1043208","40.6063077, -74.1046074",11:55 AM,12:15 PM,Rob Gullery,
Deere Park,Interior,Jun/30/2025,25-0272,4,Leaf Litter,85.0,58.7,"40.6068216, -74.1043208","40.6063077, -74.1046074",11:55 AM,12:15 PM,Rob Gullery,
Deere Park,Interior,Jun/30/2025,25-0272,5,Leaf Litter,85.0,58.7,"40.6068216, -74.1043208","40.6063077, -74.1046074",11:55 AM,12:15 PM,Rob Gullery,
Deere Park,Interior,Jun/30/2025,25-0272,6,Leaf Litter,85.0,58.7,"40.6068216, -74.1043208","40.6063077, -74.1046074",11:55 AM,12:15 PM,Rob Gullery,
Deere Park,Interior,Jun/30/2025,25-0272,7,Leaf Litter,85.0,58.7,"40.6068216, -74.1043208","40.6063077, -74.1046074",11:55 AM,12:15 PM,Rob Gullery,
Deere Park,Interior,Jun/30/2025,25-0272,8,Leaf Litter,85.0,58.7,"40.6068216, -74.1043208","40.6063077, -74.1046074",11:55 AM,12:15 PM,Rob Gullery,
Deere Park,Interior,Jun/30/2025,25-0272,9,Leaf Litter,85.0,58.7,"40.6068216, -74.1043208","40.6063077, -74.1046074",11:55 AM,12:15 PM,Rob Gullery,
Deere Park,Interior,Jun/30/2025,25-0272,10,Leaf Litter,85.0,58.7,"40.6068216, -74.1043208","40.6063077, -74.1046074",11:55 AM,12:15 PM,Rob Gullery,
Deere Park,Trail,Jun/30/2025,25-1510,1,Leaf Litter,85.9,59.8,"40.606174, -74.105415","40.605192, -74.105914",11:19 AM,11:33 AM,NE,
Deere Park,Trail,Jun/30/2025,25-1510,2,Leaf Litter,85.9,59.8,"40.606174, -74.105415","40.605192, -74.105914",11:19 AM,11:33 AM,NE,
Deere Park,Trail,Jun/30/2025,25-1510,3,Leaf Litter,85.9,59.8,"40.606174, -74.105415","40.605192, -74.105914",11:19 AM,11:33 AM,NE,
Deere Park,Trail,Jun/30/2025,25-1510,4,Leaf Litter,85.9,59.8,"40.606174, -74.105415","40.605192, -74.105914",11:19 AM,11:33 AM,NE,
Deere Park,Trail,Jun/30/2025,25-1510,5,Leaf Litter,85.9,59.8,"40.606174, -74.105415","40.605192, -74.105914",11:19 AM,11:33 AM,NE,
Deere Park,Trail,Jun/30/2025,25-1510,6,Leaf Litter,85.9,59.8,"40.606174, -74.105415","40.605192, -74.105914",11:19 AM,11:33 AM,NE,
Deere Park,Trail,Jun/30/2025,25-1510,7,Leaf Litter,85.9,59.8,"40.606174, -74.105415","40.605192, -74.105914",11:19 AM,11:33 AM,NE,
Deere Park,Trail,Jun/30/2025,25-1510,8,Leaf Litter,85.9,59.8,"40.606174, -74.105415","40.605192, -74.105914",11:19 AM,11:33 AM,NE,
Deere Park,Trail,Jun/30/2025,25-1510,9,Leaf Litter,85.9,59.8,"40.606174, -74.105415","40.605192, -74.105914",11:19 AM,11:33 AM,NE,
Deere Park,Trail,Jun/30/2025,25-1510,10,Leaf Litter,85.9,59.8,"40.606174, -74.105415","40.605192, -74.105914",11:19 AM,11:33 AM,NE,
Deere Park,Interior,Jun/30/2025,25-1511,1,Leaf Litter,85.2,62.3,"40.606125, -74.106211","40.606106, -74.105317",11:35 AM,11:52 AM,NE,
Deere Park,Interior,Jun/30/2025,25-1511,2,Leaf Litter,85.2,62.3,"40.606125, -74.106211","40.606106, -74.105317",11:35 AM,11:52 AM,NE,
Deere Park,Interior,Jun/30/2025,25-1511,3,Leaf Litter,85.2,62.3,"40.606125, -74.106211","40.606106, -74.105317",11:35 AM,11:52 AM,NE,
Deere Park,Interior,Jun/30/2025,25-1511,4,Leaf Litter,85.2,62.3,"40.606125, -74.106211","40.606106, -74.105317",11:35 AM,11:52 AM,NE,
Deere Park,Interior,Jun/30/2025,25-1511,5,Leaf Litter,85.2,62.3,"40.606125, -74.106211","40.606106, -74.105317",11:35 AM,11:52 AM,NE,
Deere Park,Interior,Jun/30/2025,25-1511,6,Leaf Litter,85.2,62.3,"40.606125, -74.106211","40.606106, -74.105317",11:35 AM,11:52 AM,NE,
Deere Park,Interior,Jun/30/2025,25-1511,7,Leaf Litter,85.2,62.3,"40.606125, -74.106211","40.606106, -74.105317",11:35 AM,11:52 AM,NE,
Deere Park,Interior,Jun/30/2025,25-1511,8,Leaf Litter,85.2,62.3,"40.606125, -74.106211","40.606106, -74.105317",11:35 AM,11:52 AM,NE,
Deere Park,Interior,Jun/30/2025,25-1511,9,Leaf Litter,85.2,62.3,"40.606125, -74.106211","40.606106, -74.105317",11:35 AM,11:52 AM,NE,
Deere Park,Interior,Jun/30/2025,25-1511,10,Leaf Litter,85.2,62.3,"40.606125, -74.106211","40.606106, -74.105317",11:35 AM,11:52 AM,NE,
Deere Park,Trail,Jun/30/2025,25-1512,1,Unmaintained herbaceous and leaf litter,84.5,60.3,"40.607076, -74.104359","40.606447, -74.103070",11:56 AM,12:08 PM,NE,
Deere Park,Trail,Jun/30/2025,25-1512,2,Leaf Litter,84.5,60.3,"40.607076, -74.104359","40.606447, -74.103070",11:56 AM,12:08 PM,NE,
Deere Park,Trail,Jun/30/2025,25-1512,3,Leaf Litter,84.5,60.3,"40.607076, -74.104359","40.606447, -74.103070",11:56 AM,12:08 PM,NE,
Deere Park,Trail,Jun/30/2025,25-1512,4,Unmaintained herbaceous and leaf litter,84.5,60.3,"40.607076, -74.104359","40.606447, -74.103070",11:56 AM,12:08 PM,NE,
Deere Park,Trail,Jun/30/2025,25-1512,5,Leaf Litter,84.5,60.3,"40.607076, -74.104359","40.606447, -74.103070",11:56 AM,12:08 PM,NE,
Deere Park,Trail,Jun/30/2025,25-1512,6,Leaf Litter,84.5,60.3,"40.607076, -74.104359","40.606447, -74.103070",11:56 AM,12:08 PM,NE,
Deere Park,Trail,Jun/30/2025,25-1512,7,Leaf Litter,84.5,60.3,"40.607076, -74.104359","40.606447, -74.103070",11:56 AM,12:08 PM,NE,
Deere Park,Trail,Jun/30/2025,25-1512,8,Leaf Litter,84.5,60.3,"40.607076, -74.104359","40.606447, -74.103070",11:56 AM,12:08 PM,NE,
Deere Park,Trail,Jun/30/2025,25-1512,9,Leaf Litter,84.5,60.3,"40.607076, -74.104359","40.606447, -74.103070",11:56 AM,12:08 PM,NE,
Deere Park,Trail,Jun/30/2025,25-1512,10,Leaf Litter,84.5,60.3,"40.607076, -74.104359","40.606447, -74.103070",11:56 AM,12:08 PM,NE,
Deere Park,Trail,Jun/30/2025,25-2815,1,Leaf Litter,85.9,59.8,"40.6064572, -74.1050698","40.6060847, 74.1052854",11:25 AM,11:38 AM,Stephen Lewis,Total: 2
Deere Park,Trail,Jun/30/2025,25-2815,2,Leaf Litter,85.9,59.8,"40.6064572, -74.1050698","40.6060847, 74.1052854",11:25 AM,11:38 AM,Stephen Lewis,Total: 2
Deere Park,Trail,Jun/30/2025,25-2815,3,Leaf Litter,85.9,59.8,"40.6064572, -74.1050698","40.6060847, 74.1052854",11:25 AM,11:38 AM,Stephen Lewis,Total: 2
Deere Park,Trail,Jun/30/2025,25-2815,4,Leaf Litter,85.9,59.8,"40.6064572, -74.1050698","40.6060847, 74.1052854",11:25 AM,11:38 AM,Stephen Lewis,Total: 2
Deere Park,Trail,Jun/30/2025,25-2815,5,Leaf Litter,85.9,59.8,"40.6064572, -74.1050698","40.6060847, 74.1052854",11:25 AM,11:38 AM,Stephen Lewis,Total: 2
Deere Park,Trail,Jun/30/2025,25-2815,6,Leaf Litter,85.9,59.8,"40.6064572, -74.1050698","40.6060847, 74.1052854",11:25 AM,11:38 AM,Stephen Lewis,Total: 2
Deere Park,Trail,Jun/30/2025,25-2815,7,Leaf Litter,85.9,59.8,"40.6064572, -74.1050698","40.6060847, 74.1052854",11:25 AM,11:38 AM,Stephen Lewis,Total: 2
Deere Park,Trail,Jun/30/2025,25-2815,8,Leaf Litter,85.9,59.8,"40.6064572, -74.1050698","40.6060847, 74.1052854",11:25 AM,11:38 AM,Stephen Lewis,Total: 2
Deere Park,Trail,Jun/30/2025,25-2815,9,Leaf Litter,85.9,59.8,"40.6064572, -74.1050698","40.6060847, 74.1052854",11:25 AM,11:38 AM,Stephen Lewis,Total: 2
Deere Park,Trail,Jun/30/2025,25-2815,10,Leaf Litter,85.9,59.8,"40.6064572, -74.1050698","40.6060847, 74.1052854",11:25 AM,11:38 AM,Stephen Lewis,Total: 2
Deere Park,Interior,Jun/30/2025,25-2816,1,Leaf Litter,85.2,62.3,"40.6062186, -74.1054004","40.6067338, -74.1046323",11:40 AM,11:58 AM,Stephen Lewis,Total: 7 
Deere Park,Interior,Jun/30/2025,25-2816,2,Leaf Litter,85.2,62.3,"40.6062186, -74.1054004","40.6067338, -74.1046323",11:40 AM,11:58 AM,Stephen Lewis,Total: 7 
Deere Park,Interior,Jun/30/2025,25-2816,3,Leaf Litter,85.2,62.3,"40.6062186, -74.1054004","40.6067338, -74.1046323",11:40 AM,11:58 AM,Stephen Lewis,Total: 7 
